time,"I(I0)","V(3)","V(4)"
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.500000e-13,0.000000e+00,1.105606e-05,1.105606e-05
5.000000e-13,0.000000e+00,9.530740e-06,9.530740e-06
7.500000e-13,0.000000e+00,2.207600e-05,2.207600e-05
1.000000e-12,0.000000e+00,3.457803e-05,3.457803e-05
1.250000e-12,0.000000e+00,4.423105e-05,4.423105e-05
1.500000e-12,0.000000e+00,4.940759e-05,4.940759e-05
1.750000e-12,0.000000e+00,5.000367e-05,5.000367e-05
2.000000e-12,0.000000e+00,4.722078e-05,4.722078e-05
2.250000e-12,0.000000e+00,4.297490e-05,4.297490e-05
2.500000e-12,0.000000e+00,3.919541e-05,3.919541e-05
2.750000e-12,0.000000e+00,3.725467e-05,3.725467e-05
3.000000e-12,0.000000e+00,3.767733e-05,3.767733e-05
3.250000e-12,0.000000e+00,4.016252e-05,4.016252e-05
3.500000e-12,0.000000e+00,4.384967e-05,4.384967e-05
3.750000e-12,0.000000e+00,4.769814e-05,4.769814e-05
4.000000e-12,0.000000e+00,5.084179e-05,5.084179e-05
4.250000e-12,0.000000e+00,5.281596e-05,5.281596e-05
4.500000e-12,0.000000e+00,5.361579e-05,5.361579e-05
4.750000e-12,0.000000e+00,5.360604e-05,5.360604e-05
5.000000e-12,0.000000e+00,5.334340e-05,5.334340e-05
5.250000e-12,0.000000e+00,4.232829e-05,4.232829e-05
5.500000e-12,0.000000e+00,3.302675e-05,3.302675e-05
5.750000e-12,0.000000e+00,2.053972e-05,2.053972e-05
6.000000e-12,0.000000e+00,7.445631e-06,7.445631e-06
6.250000e-12,0.000000e+00,-3.732962e-06,-3.732962e-06
6.500000e-12,0.000000e+00,-1.125885e-05,-1.125885e-05
6.750000e-12,0.000000e+00,-1.452334e-05,-1.452334e-05
7.000000e-12,0.000000e+00,-1.401896e-05,-1.401896e-05
7.250000e-12,0.000000e+00,-1.102603e-05,-1.102603e-05
7.500000e-12,0.000000e+00,-7.147249e-06,-7.147249e-06
7.750000e-12,0.000000e+00,-3.841353e-06,-3.841353e-06
8.000000e-12,0.000000e+00,-2.081761e-06,-2.081761e-06
8.250000e-12,0.000000e+00,-2.208060e-06,-2.208060e-06
8.500000e-12,0.000000e+00,-3.971192e-06,-3.971192e-06
8.750000e-12,0.000000e+00,-6.720416e-06,-6.720416e-06
9.000000e-12,0.000000e+00,-9.654404e-06,-9.654404e-06
9.250000e-12,0.000000e+00,-1.205982e-05,-1.205982e-05
9.500000e-12,0.000000e+00,-1.348034e-05,-1.348034e-05
9.750000e-12,0.000000e+00,-1.378752e-05,-1.378752e-05
1.000000e-11,0.000000e+00,-1.315422e-05,-1.315422e-05
1.025000e-11,1.500000e-06,-1.195537e-05,-1.195537e-05
1.050000e-11,3.000000e-06,-1.063481e-05,-1.063481e-05
1.075000e-11,4.500000e-06,-9.578860e-06,-9.578860e-06
1.100000e-11,6.000000e-06,-9.028350e-06,-9.028350e-06
1.125000e-11,7.500000e-06,-9.044641e-06,-9.044641e-06
1.150000e-11,9.000000e-06,-9.528294e-06,-9.528294e-06
1.175000e-11,1.050000e-05,-1.027548e-05,-1.027548e-05
1.200000e-11,1.200000e-05,-1.105050e-05,-1.105050e-05
1.225000e-11,1.350000e-05,-1.165288e-05,-1.165288e-05
1.250000e-11,1.500000e-05,-1.196292e-05,-1.196292e-05
1.275000e-11,1.650000e-05,-1.195800e-05,-1.195800e-05
1.300000e-11,1.800000e-05,-1.170084e-05,-1.170084e-05
1.325000e-11,1.950000e-05,-1.130769e-05,-1.130769e-05
1.350000e-11,2.100000e-05,-1.090843e-05,-1.090843e-05
1.375000e-11,2.250000e-05,-1.061020e-05,-1.061020e-05
1.400000e-11,2.400000e-05,-1.047370e-05,-1.047370e-05
1.425000e-11,2.550000e-05,-1.050581e-05,-1.050581e-05
1.450000e-11,2.700000e-05,-1.066768e-05,-1.066768e-05
1.475000e-11,2.850000e-05,-1.089335e-05,-1.089335e-05
1.500000e-11,3.000000e-05,-1.111206e-05,-1.111206e-05
1.525000e-11,3.150000e-05,-1.126784e-05,-1.126784e-05
1.550000e-11,3.300000e-05,-1.133155e-05,-1.133155e-05
1.575000e-11,3.450000e-05,-1.130372e-05,-1.130372e-05
1.600000e-11,3.600000e-05,-1.120900e-05,-1.120900e-05
1.625000e-11,3.750000e-05,-1.108516e-05,-1.108516e-05
1.650000e-11,3.900000e-05,-1.097066e-05,-1.097066e-05
1.675000e-11,4.050000e-05,-1.089425e-05,-1.089425e-05
1.700000e-11,4.200000e-05,-1.086915e-05,-1.086915e-05
1.725000e-11,4.350000e-05,-1.089237e-05,-1.089237e-05
1.750000e-11,4.500000e-05,-1.094859e-05,-1.094859e-05
1.775000e-11,4.650000e-05,-1.101657e-05,-1.101657e-05
1.800000e-11,4.800000e-05,-1.107595e-05,-1.107595e-05
1.825000e-11,4.950000e-05,-1.111257e-05,-1.111257e-05
1.850000e-11,5.100000e-05,-1.112105e-05,-1.112105e-05
1.875000e-11,5.250000e-05,-1.110459e-05,-1.110459e-05
1.900000e-11,5.400000e-05,-1.107242e-05,-1.107242e-05
1.925000e-11,5.550000e-05,-1.103619e-05,-1.103619e-05
1.950000e-11,5.700000e-05,-1.100633e-05,-1.100633e-05
1.975000e-11,5.850000e-05,-1.098952e-05,-1.098952e-05
2.000000e-11,6.000000e-05,-1.098762e-05,-1.098762e-05
2.025000e-11,6.150000e-05,-1.099816e-05,-1.099816e-05
2.050000e-11,6.300000e-05,-1.101583e-05,-1.101583e-05
2.075000e-11,6.450000e-05,-1.103450e-05,-1.103450e-05
2.100000e-11,6.600000e-05,-1.104901e-05,-1.104901e-05
2.125000e-11,6.750000e-05,-1.105634e-05,-1.105634e-05
2.150000e-11,6.900000e-05,-1.105599e-05,-1.105599e-05
2.175000e-11,7.050000e-05,-1.104960e-05,-1.104960e-05
2.200000e-11,7.200000e-05,-1.104005e-05,-1.104005e-05
2.225000e-11,7.350000e-05,-1.103046e-05,-1.103046e-05
2.250000e-11,7.500000e-05,-1.102333e-05,-1.102333e-05
2.275000e-11,7.650000e-05,-1.101998e-05,-1.101998e-05
2.300000e-11,7.800000e-05,-1.102048e-05,-1.102048e-05
2.325000e-11,7.950000e-05,-1.102389e-05,-1.102389e-05
2.350000e-11,8.100000e-05,-1.102870e-05,-1.102870e-05
2.375000e-11,8.250000e-05,-1.103336e-05,-1.103336e-05
2.400000e-11,8.400000e-05,-1.103668e-05,-1.103668e-05
2.425000e-11,8.550000e-05,-1.103806e-05,-1.103806e-05
2.450000e-11,8.700000e-05,-1.103750e-05,-1.103750e-05
2.475000e-11,8.850000e-05,-1.103553e-05,-1.103553e-05
2.500000e-11,9.000000e-05,-1.103288e-05,-1.103288e-05
2.525000e-11,9.150000e-05,-1.103035e-05,-1.103035e-05
2.550000e-11,9.300000e-05,-1.102853e-05,-1.102853e-05
2.575000e-11,9.450000e-05,-1.102769e-05,-1.102769e-05
2.600000e-11,9.600000e-05,-1.102784e-05,-1.102784e-05
2.625000e-11,9.750000e-05,-1.102872e-05,-1.102872e-05
2.650000e-11,9.900000e-05,-1.102993e-05,-1.102993e-05
2.675000e-11,1.005000e-04,-1.103108e-05,-1.103108e-05
2.700000e-11,1.020000e-04,-1.103185e-05,-1.103185e-05
2.725000e-11,1.035000e-04,-1.103210e-05,-1.103210e-05
2.750000e-11,1.050000e-04,-1.103182e-05,-1.103182e-05
2.775000e-11,1.065000e-04,-1.103115e-05,-1.103115e-05
2.800000e-11,1.080000e-04,-1.103030e-05,-1.103030e-05
2.825000e-11,1.095000e-04,-1.102949e-05,-1.102949e-05
2.850000e-11,1.110000e-04,-1.102888e-05,-1.102888e-05
2.875000e-11,1.125000e-04,-1.102855e-05,-1.102855e-05
2.900000e-11,1.140000e-04,-1.102852e-05,-1.102852e-05
2.925000e-11,1.155000e-04,-1.102869e-05,-1.102869e-05
2.950000e-11,1.170000e-04,-1.102896e-05,-1.102896e-05
2.975000e-11,1.185000e-04,-1.102919e-05,-1.102919e-05
3.000000e-11,1.200000e-04,-1.102930e-05,-1.102930e-05
3.025000e-11,1.215000e-04,-1.102925e-05,-1.102925e-05
3.050000e-11,1.230000e-04,-1.102902e-05,-1.102902e-05
3.075000e-11,1.245000e-04,-1.102869e-05,-1.102869e-05
3.100000e-11,1.260000e-04,-1.102830e-05,-1.102830e-05
3.125000e-11,1.275000e-04,-1.102794e-05,-1.102794e-05
3.150000e-11,1.290000e-04,-1.102765e-05,-1.102765e-05
3.175000e-11,1.305000e-04,-1.102746e-05,-1.102746e-05
3.200000e-11,1.320000e-04,-1.102735e-05,-1.102735e-05
3.225000e-11,1.335000e-04,-1.102729e-05,-1.102729e-05
3.250000e-11,1.350000e-04,-1.102725e-05,-1.102725e-05
3.275000e-11,1.365000e-04,-1.102719e-05,-1.102719e-05
3.300000e-11,1.380000e-04,-1.102708e-05,-1.102708e-05
3.325000e-11,1.395000e-04,-1.102691e-05,-1.102691e-05
3.350000e-11,1.410000e-04,-1.102669e-05,-1.102669e-05
3.375000e-11,1.425000e-04,-1.102644e-05,-1.102644e-05
3.400000e-11,1.440000e-04,-1.102618e-05,-1.102618e-05
3.425000e-11,1.455000e-04,-1.102593e-05,-1.102593e-05
3.450000e-11,1.470000e-04,-1.102571e-05,-1.102571e-05
3.475000e-11,1.485000e-04,-1.102551e-05,-1.102551e-05
3.500000e-11,1.500000e-04,-1.102533e-05,-1.102533e-05
3.525000e-11,1.515000e-04,-1.102516e-05,-1.102516e-05
3.550000e-11,1.530000e-04,-1.102499e-05,-1.102499e-05
3.575000e-11,1.545000e-04,-1.102480e-05,-1.102480e-05
3.600000e-11,1.560000e-04,-1.102459e-05,-1.102459e-05
3.625000e-11,1.575000e-04,-1.102437e-05,-1.102437e-05
3.650000e-11,1.590000e-04,-1.102412e-05,-1.102412e-05
3.675000e-11,1.605000e-04,-1.102387e-05,-1.102387e-05
3.700000e-11,1.620000e-04,-1.102362e-05,-1.102362e-05
3.725000e-11,1.635000e-04,-1.102336e-05,-1.102336e-05
3.750000e-11,1.650000e-04,-1.102311e-05,-1.102311e-05
3.775000e-11,1.665000e-04,-1.102286e-05,-1.102286e-05
3.800000e-11,1.680000e-04,-1.102261e-05,-1.102261e-05
3.825000e-11,1.695000e-04,-1.102236e-05,-1.102236e-05
3.850000e-11,1.710000e-04,-1.102209e-05,-1.102209e-05
3.875000e-11,1.725000e-04,-1.102182e-05,-1.102182e-05
3.900000e-11,1.740000e-04,-1.102154e-05,-1.102154e-05
3.925000e-11,1.755000e-04,-1.102125e-05,-1.102125e-05
3.950000e-11,1.770000e-04,-1.102095e-05,-1.102095e-05
3.975000e-11,1.785000e-04,-1.102064e-05,-1.102064e-05
4.000000e-11,1.800000e-04,-1.102032e-05,-1.102032e-05
4.025000e-11,1.815000e-04,-1.102000e-05,-1.102000e-05
4.050000e-11,1.830000e-04,-1.101968e-05,-1.101968e-05
4.075000e-11,1.845000e-04,-1.101934e-05,-1.101934e-05
4.100000e-11,1.860000e-04,-1.101900e-05,-1.101900e-05
4.125000e-11,1.875000e-04,-1.101865e-05,-1.101865e-05
4.150000e-11,1.890000e-04,-1.101829e-05,-1.101829e-05
4.175000e-11,1.905000e-04,-1.101792e-05,-1.101792e-05
4.200000e-11,1.920000e-04,-1.101754e-05,-1.101754e-05
4.225000e-11,1.935000e-04,-1.101714e-05,-1.101714e-05
4.250000e-11,1.950000e-04,-1.101674e-05,-1.101674e-05
4.275000e-11,1.965000e-04,-1.101632e-05,-1.101632e-05
4.300000e-11,1.980000e-04,-1.101589e-05,-1.101589e-05
4.325000e-11,1.995000e-04,-1.101545e-05,-1.101545e-05
4.350000e-11,2.010000e-04,-1.101499e-05,-1.101499e-05
4.375000e-11,2.025000e-04,-1.101452e-05,-1.101452e-05
4.400000e-11,2.040000e-04,-1.101404e-05,-1.101404e-05
4.425000e-11,2.055000e-04,-1.101354e-05,-1.101354e-05
4.450000e-11,2.070000e-04,-1.101302e-05,-1.101302e-05
4.475000e-11,2.085000e-04,-1.101249e-05,-1.101249e-05
4.500000e-11,2.100000e-04,-1.101194e-05,-1.101194e-05
4.525000e-11,2.115000e-04,-1.101137e-05,-1.101137e-05
4.550000e-11,2.130000e-04,-1.101078e-05,-1.101078e-05
4.575000e-11,2.145000e-04,-1.101016e-05,-1.101016e-05
4.600000e-11,2.160000e-04,-1.100953e-05,-1.100953e-05
4.625000e-11,2.175000e-04,-1.100887e-05,-1.100887e-05
4.650000e-11,2.190000e-04,-1.100818e-05,-1.100818e-05
4.675000e-11,2.205000e-04,-1.100747e-05,-1.100747e-05
4.700000e-11,2.220000e-04,-1.100673e-05,-1.100673e-05
4.725000e-11,2.235000e-04,-1.100596e-05,-1.100596e-05
4.750000e-11,2.250000e-04,-1.100515e-05,-1.100515e-05
4.775000e-11,2.265000e-04,-1.100432e-05,-1.100432e-05
4.800000e-11,2.280000e-04,-1.100344e-05,-1.100344e-05
4.825000e-11,2.295000e-04,-1.100253e-05,-1.100253e-05
4.850000e-11,2.310000e-04,-1.100157e-05,-1.100157e-05
4.875000e-11,2.325000e-04,-1.100057e-05,-1.100057e-05
4.900000e-11,2.340000e-04,-1.099951e-05,-1.099951e-05
4.925000e-11,2.355000e-04,-1.099841e-05,-1.099841e-05
4.950000e-11,2.370000e-04,-1.099725e-05,-1.099725e-05
4.975000e-11,2.385000e-04,-1.099602e-05,-1.099602e-05
5.000000e-11,2.400000e-04,-1.099473e-05,-1.099473e-05
5.025000e-11,2.415000e-04,-1.099337e-05,-1.099337e-05
5.050000e-11,2.430000e-04,-1.099193e-05,-1.099193e-05
5.075000e-11,2.445000e-04,-1.099041e-05,-1.099041e-05
5.100000e-11,2.460000e-04,-1.098879e-05,-1.098879e-05
5.125000e-11,2.475000e-04,-1.098706e-05,-1.098706e-05
5.150000e-11,2.490000e-04,-1.098523e-05,-1.098523e-05
5.175000e-11,2.505000e-04,-1.098327e-05,-1.098327e-05
5.200000e-11,2.520000e-04,-1.098118e-05,-1.098118e-05
5.225000e-11,2.535000e-04,-1.097893e-05,-1.097893e-05
5.250000e-11,2.550000e-04,-1.097652e-05,-1.097652e-05
5.275000e-11,2.565000e-04,-1.097392e-05,-1.097392e-05
5.300000e-11,2.580000e-04,-1.097110e-05,-1.097110e-05
5.325000e-11,2.595000e-04,-1.096806e-05,-1.096806e-05
5.350000e-11,2.610000e-04,-1.096474e-05,-1.096474e-05
5.375000e-11,2.625000e-04,-1.096113e-05,-1.096113e-05
5.400000e-11,2.640000e-04,-1.095717e-05,-1.095717e-05
5.425000e-11,2.655000e-04,-1.095283e-05,-1.095283e-05
5.450000e-11,2.670000e-04,-1.094803e-05,-1.094803e-05
5.475000e-11,2.685000e-04,-1.094271e-05,-1.094271e-05
5.500000e-11,2.700000e-04,-1.093679e-05,-1.093679e-05
5.525000e-11,2.715000e-04,-1.093016e-05,-1.093016e-05
5.550000e-11,2.730000e-04,-1.092270e-05,-1.092270e-05
5.575000e-11,2.745000e-04,-1.091425e-05,-1.091425e-05
5.600000e-11,2.760000e-04,-1.090463e-05,-1.090463e-05
5.625000e-11,2.775000e-04,-1.089358e-05,-1.089358e-05
5.650000e-11,2.790000e-04,-1.088080e-05,-1.088080e-05
5.675000e-11,2.805000e-04,-1.086589e-05,-1.086589e-05
5.700000e-11,2.820000e-04,-1.084833e-05,-1.084833e-05
5.725000e-11,2.835000e-04,-1.082746e-05,-1.082746e-05
5.750000e-11,2.850000e-04,-1.080235e-05,-1.080235e-05
5.775000e-11,2.865000e-04,-1.077179e-05,-1.077179e-05
5.800000e-11,2.880000e-04,-1.073409e-05,-1.073409e-05
5.825000e-11,2.895000e-04,-1.068689e-05,-1.068689e-05
5.850000e-11,2.910000e-04,-1.062687e-05,-1.062687e-05
5.875000e-11,2.925000e-04,-1.054931e-05,-1.054931e-05
5.900000e-11,2.940000e-04,-1.044751e-05,-1.044751e-05
5.925000e-11,2.955000e-04,-1.031211e-05,-1.031211e-05
5.950000e-11,2.970000e-04,-1.013055e-05,-1.013055e-05
5.975000e-11,2.985000e-04,-9.886892e-06,-9.886892e-06
6.000000e-11,3.000000e-04,-9.562179e-06,-9.562179e-06
6.025000e-11,3.015000e-04,-9.135251e-06,-9.135251e-06
6.050000e-11,3.030000e-04,-8.583066e-06,-8.583066e-06
6.075000e-11,3.045000e-04,-7.878985e-06,-7.878985e-06
6.100000e-11,3.060000e-04,-6.986696e-06,-6.986696e-06
6.125000e-11,3.075000e-04,-5.847815e-06,-5.847815e-06
6.150000e-11,3.090000e-04,-4.363368e-06,-4.363368e-06
6.175000e-11,3.105000e-04,-2.371062e-06,-2.371062e-06
6.200000e-11,3.120000e-04,3.819796e-07,3.819796e-07
6.225000e-11,3.135000e-04,4.254588e-06,4.254588e-06
6.250000e-11,3.150000e-04,9.634608e-06,9.634608e-06
6.275000e-11,3.165000e-04,1.671759e-05,1.671759e-05
6.300000e-11,3.180000e-04,2.536582e-05,2.536582e-05
6.325000e-11,3.195000e-04,3.508573e-05,3.508573e-05
6.350000e-11,3.210000e-04,4.512001e-05,4.512001e-05
6.375000e-11,3.225000e-04,5.470249e-05,5.470249e-05
6.400000e-11,3.240000e-04,6.339610e-05,6.339610e-05
6.425000e-11,3.255000e-04,7.141280e-05,7.141280e-05
6.450000e-11,3.270000e-04,7.979561e-05,7.979561e-05
6.475000e-11,3.285000e-04,9.030482e-05,9.030482e-05
6.500000e-11,3.300000e-04,1.048341e-04,1.048341e-04
6.525000e-11,3.315000e-04,1.244023e-04,1.244023e-04
6.550000e-11,3.330000e-04,1.485406e-04,1.485406e-04
6.575000e-11,3.345000e-04,1.759814e-04,1.759814e-04
6.600000e-11,3.360000e-04,2.061324e-04,2.061324e-04
6.625000e-11,3.375000e-04,2.406893e-04,2.406893e-04
6.650000e-11,3.390000e-04,2.852995e-04,2.852995e-04
6.675000e-11,3.405000e-04,3.513025e-04,3.513025e-04
6.700000e-11,3.420000e-04,4.573317e-04,4.573317e-04
6.725000e-11,3.435000e-04,6.272708e-04,6.272708e-04
6.750000e-11,3.450000e-04,8.673517e-04,8.673517e-04
6.775000e-11,3.465000e-04,1.097772e-03,1.097772e-03
6.800000e-11,3.480000e-04,1.158428e-03,1.158428e-03
6.825000e-11,3.495000e-04,9.914113e-04,9.914113e-04
6.850000e-11,3.510000e-04,6.629663e-04,6.629663e-04
6.875000e-11,3.525000e-04,2.812454e-04,2.812454e-04
6.900000e-11,3.540000e-04,-5.785414e-05,-5.785414e-05
6.925000e-11,3.555000e-04,-2.843393e-04,-2.843393e-04
6.950000e-11,3.570000e-04,-3.612641e-04,-3.612641e-04
6.975000e-11,3.585000e-04,-2.967245e-04,-2.967245e-04
7.000000e-11,3.600000e-04,-1.403555e-04,-1.403555e-04
7.025000e-11,3.615000e-04,3.869512e-05,3.869512e-05
7.050000e-11,3.630000e-04,1.785846e-04,1.785846e-04
7.075000e-11,3.645000e-04,2.443128e-04,2.443128e-04
7.100000e-11,3.660000e-04,2.325529e-04,2.325529e-04
7.125000e-11,3.675000e-04,1.632306e-04,1.632306e-04
7.150000e-11,3.690000e-04,6.640493e-05,6.640493e-05
7.175000e-11,3.705000e-04,-2.829177e-05,-2.829177e-05
7.200000e-11,3.720000e-04,-9.790476e-05,-9.790476e-05
7.225000e-11,3.735000e-04,-1.296305e-04,-1.296305e-04
7.250000e-11,3.750000e-04,-1.223783e-04,-1.223783e-04
7.275000e-11,3.765000e-04,-8.565033e-05,-8.565033e-05
7.300000e-11,3.780000e-04,-3.539818e-05,-3.539818e-05
7.325000e-11,3.795000e-04,1.172462e-05,1.172462e-05
7.350000e-11,3.810000e-04,4.340878e-05,4.340878e-05
7.375000e-11,3.825000e-04,5.432200e-05,5.432200e-05
7.400000e-11,3.840000e-04,4.597319e-05,4.597319e-05
7.425000e-11,3.855000e-04,2.463021e-05,2.463021e-05
7.450000e-11,3.870000e-04,-1.470754e-06,-1.470754e-06
7.475000e-11,3.885000e-04,-2.465204e-05,-2.465204e-05
7.500000e-11,3.900000e-04,-3.956402e-05,-3.956402e-05
7.525000e-11,3.915000e-04,-4.403546e-05,-4.403546e-05
7.550000e-11,3.930000e-04,-3.900916e-05,-3.900916e-05
7.575000e-11,3.945000e-04,-2.770938e-05,-2.770938e-05
7.600000e-11,3.960000e-04,-1.435621e-05,-1.435621e-05
7.625000e-11,3.975000e-04,-2.848058e-06,-2.848058e-06
7.650000e-11,3.990000e-04,4.206752e-06,4.206752e-06
7.675000e-11,4.005000e-04,5.902988e-06,5.902988e-06
7.700000e-11,4.020000e-04,2.905336e-06,2.905336e-06
7.725000e-11,4.035000e-04,-3.062957e-06,-3.062957e-06
7.750000e-11,4.050000e-04,-9.882795e-06,-9.882795e-06
7.775000e-11,4.065000e-04,-1.565203e-05,-1.565203e-05
7.800000e-11,4.080000e-04,-1.911406e-05,-1.911406e-05
7.825000e-11,4.095000e-04,-1.984192e-05,-1.984192e-05
7.850000e-11,4.110000e-04,-1.818301e-05,-1.818301e-05
7.875000e-11,4.125000e-04,-1.502223e-05,-1.502223e-05
7.900000e-11,4.140000e-04,-1.145486e-05,-1.145486e-05
7.925000e-11,4.155000e-04,-8.468118e-06,-8.468118e-06
7.950000e-11,4.170000e-04,-6.711464e-06,-6.711464e-06
7.975000e-11,4.185000e-04,-6.397294e-06,-6.397294e-06
8.000000e-11,4.200000e-04,-7.331640e-06,-7.331640e-06
8.025000e-11,4.215000e-04,-9.040942e-06,-9.040942e-06
8.050000e-11,4.230000e-04,-1.094417e-05,-1.094417e-05
8.075000e-11,4.245000e-04,-1.251908e-05,-1.251908e-05
8.100000e-11,4.260000e-04,-1.342296e-05,-1.342296e-05
8.125000e-11,4.275000e-04,-1.354682e-05,-1.354682e-05
8.150000e-11,4.290000e-04,-1.300104e-05,-1.300104e-05
8.175000e-11,4.305000e-04,-1.204810e-05,-1.204810e-05
8.200000e-11,4.320000e-04,-1.100817e-05,-1.100817e-05
8.225000e-11,4.335000e-04,-1.016644e-05,-1.016644e-05
8.250000e-11,4.350000e-04,-9.705578e-06,-9.705578e-06
8.275000e-11,4.365000e-04,-9.676656e-06,-9.676656e-06
8.300000e-11,4.380000e-04,-1.000921e-05,-1.000921e-05
8.325000e-11,4.395000e-04,-1.055112e-05,-1.055112e-05
8.350000e-11,4.410000e-04,-1.112267e-05,-1.112267e-05
8.375000e-11,4.425000e-04,-1.156845e-05,-1.156845e-05
8.400000e-11,4.440000e-04,-1.179379e-05,-1.179379e-05
8.425000e-11,4.455000e-04,-1.177901e-05,-1.177901e-05
8.450000e-11,4.470000e-04,-1.157140e-05,-1.157140e-05
8.475000e-11,4.485000e-04,-1.126087e-05,-1.126087e-05
8.500000e-11,4.500000e-04,-1.094850e-05,-1.094850e-05
8.525000e-11,4.515000e-04,-1.071762e-05,-1.071762e-05
8.550000e-11,4.530000e-04,-1.061475e-05,-1.061475e-05
8.575000e-11,4.545000e-04,-1.064380e-05,-1.064380e-05
8.600000e-11,4.560000e-04,-1.077266e-05,-1.077266e-05
8.625000e-11,4.575000e-04,-1.094842e-05,-1.094842e-05
8.650000e-11,4.590000e-04,-1.111536e-05,-1.111536e-05
8.675000e-11,4.605000e-04,-1.123041e-05,-1.123041e-05
8.700000e-11,4.620000e-04,-1.127249e-05,-1.127249e-05
8.725000e-11,4.635000e-04,-1.124404e-05,-1.124404e-05
8.750000e-11,4.650000e-04,-1.116603e-05,-1.116603e-05
8.775000e-11,4.665000e-04,-1.106880e-05,-1.106880e-05
8.800000e-11,4.680000e-04,-1.098210e-05,-1.098210e-05
8.825000e-11,4.695000e-04,-1.092713e-05,-1.092713e-05
8.850000e-11,4.710000e-04,-1.091250e-05,-1.091250e-05
8.875000e-11,4.725000e-04,-1.093429e-05,-1.093429e-05
8.900000e-11,4.740000e-04,-1.097954e-05,-1.097954e-05
8.925000e-11,4.755000e-04,-1.103152e-05,-1.103152e-05
8.950000e-11,4.770000e-04,-1.107500e-05,-1.107500e-05
8.975000e-11,4.785000e-04,-1.110003e-05,-1.110003e-05
9.000000e-11,4.800000e-04,-1.110358e-05,-1.110358e-05
9.025000e-11,4.815000e-04,-1.108898e-05,-1.108898e-05
9.050000e-11,4.830000e-04,-1.106374e-05,-1.106374e-05
9.075000e-11,4.845000e-04,-1.103670e-05,-1.103670e-05
9.100000e-11,4.860000e-04,-1.101536e-05,-1.101536e-05
9.125000e-11,4.875000e-04,-1.100421e-05,-1.100421e-05
9.150000e-11,4.890000e-04,-1.100412e-05,-1.100412e-05
9.175000e-11,4.905000e-04,-1.101283e-05,-1.101283e-05
9.200000e-11,4.920000e-04,-1.102627e-05,-1.102627e-05
9.225000e-11,4.935000e-04,-1.103992e-05,-1.103992e-05
9.250000e-11,4.950000e-04,-1.105016e-05,-1.105016e-05
9.275000e-11,4.965000e-04,-1.105500e-05,-1.105500e-05
9.300000e-11,4.980000e-04,-1.105428e-05,-1.105428e-05
9.325000e-11,4.995000e-04,-1.104930e-05,-1.104930e-05
9.350000e-11,5.010000e-04,-1.104220e-05,-1.104220e-05
9.375000e-11,5.025000e-04,-1.103525e-05,-1.103525e-05
9.400000e-11,5.040000e-04,-1.103017e-05,-1.103017e-05
9.425000e-11,5.055000e-04,-1.102789e-05,-1.102789e-05
9.450000e-11,5.070000e-04,-1.102841e-05,-1.102841e-05
9.475000e-11,5.085000e-04,-1.103103e-05,-1.103103e-05
9.500000e-11,5.100000e-04,-1.103464e-05,-1.103464e-05
9.525000e-11,5.115000e-04,-1.103812e-05,-1.103812e-05
9.550000e-11,5.130000e-04,-1.104058e-05,-1.104058e-05
9.575000e-11,5.145000e-04,-1.104159e-05,-1.104159e-05
9.600000e-11,5.160000e-04,-1.104116e-05,-1.104116e-05
9.625000e-11,5.175000e-04,-1.103967e-05,-1.103967e-05
9.650000e-11,5.190000e-04,-1.103767e-05,-1.103767e-05
9.675000e-11,5.205000e-04,-1.103576e-05,-1.103576e-05
9.700000e-11,5.220000e-04,-1.103441e-05,-1.103441e-05
9.725000e-11,5.235000e-04,-1.103382e-05,-1.103382e-05
9.750000e-11,5.250000e-04,-1.103400e-05,-1.103400e-05
9.775000e-11,5.265000e-04,-1.103475e-05,-1.103475e-05
9.800000e-11,5.280000e-04,-1.103574e-05,-1.103574e-05
9.825000e-11,5.295000e-04,-1.103668e-05,-1.103668e-05
9.850000e-11,5.310000e-04,-1.103730e-05,-1.103730e-05
9.875000e-11,5.325000e-04,-1.103749e-05,-1.103749e-05
9.900000e-11,5.340000e-04,-1.103727e-05,-1.103727e-05
9.925000e-11,5.355000e-04,-1.103675e-05,-1.103675e-05
9.950000e-11,5.370000e-04,-1.103610e-05,-1.103610e-05
9.975000e-11,5.385000e-04,-1.103550e-05,-1.103550e-05
1.000000e-10,5.400000e-04,-1.103509e-05,-1.103509e-05
1.002500e-10,5.415000e-04,-1.103491e-05,-1.103491e-05
1.005000e-10,5.430000e-04,-1.103497e-05,-1.103497e-05
1.007500e-10,5.445000e-04,-1.103517e-05,-1.103517e-05
1.010000e-10,5.460000e-04,-1.103544e-05,-1.103544e-05
1.012500e-10,5.475000e-04,-1.103566e-05,-1.103566e-05
1.015000e-10,5.490000e-04,-1.103577e-05,-1.103577e-05
1.017500e-10,5.505000e-04,-1.103574e-05,-1.103574e-05
1.020000e-10,5.520000e-04,-1.103559e-05,-1.103559e-05
1.022500e-10,5.535000e-04,-1.103537e-05,-1.103537e-05
1.025000e-10,5.550000e-04,-1.103512e-05,-1.103512e-05
1.027500e-10,5.565000e-04,-1.103490e-05,-1.103490e-05
1.030000e-10,5.580000e-04,-1.103475e-05,-1.103475e-05
1.032500e-10,5.595000e-04,-1.103467e-05,-1.103467e-05
1.035000e-10,5.610000e-04,-1.103465e-05,-1.103465e-05
