time,"V(3)","V(4)","V(5)","V(6)"
4.637500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.640000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.642500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.645000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.647500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.650000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.652500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.655000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.657500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.660000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.662500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.665000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.667500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.670000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.672500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.675000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.677500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.680000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.682500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.685000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.687500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.690000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.692500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.695000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.697500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.700000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.702500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.705000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.707500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.710000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.712500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.715000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.717500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.720000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.722500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.725000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.727500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.730000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.732500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.735000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.737500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.740000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.742500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.745000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.747500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.750000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.752500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.755000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.757500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.760000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.762500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.765000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.767500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.770000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.772500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.775000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.777500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.780000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.782500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.785000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.787500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.790000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.792500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.795000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.797500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.800000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.802500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.805000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.807500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.810000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.812500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.815000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.817500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.820000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.822500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.825000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.827500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.830000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.832500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.835000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.837500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.840000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.842500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.845000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.847500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.850000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.852500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.855000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.857500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.860000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.862500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.865000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.867500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.870000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.872500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.875000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.877500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.880000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.882500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.885000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.887500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.890000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.892500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.895000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.897500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.900000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.902500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.905000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.907500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.910000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.912500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.915000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.917500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.920000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.922500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.925000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.927500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.930000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.932500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.935000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.937500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.940000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.942500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.945000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.947500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.950000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.952500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.955000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.957500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.960000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.962500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.965000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.967500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.970000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.972500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.975000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.977500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.980000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.982500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.985000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.987500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.990000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.992500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.995000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
4.997500e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
5.000000e-10,-2.287529e-05,-9.438653e-06,-9.020739e-06,-7.447711e-06
5.002500e-10,-1.808212e-05,-9.438653e-06,-9.009502e-06,-7.447711e-06
5.005000e-10,-1.734899e-05,-9.438653e-06,-8.990086e-06,-7.447711e-06
5.007500e-10,-1.645788e-05,-9.438653e-06,-8.956703e-06,-7.447710e-06
5.010000e-10,-1.566889e-05,-9.438652e-06,-8.911207e-06,-7.447704e-06
5.012500e-10,-1.516463e-05,-9.438652e-06,-8.859862e-06,-7.447690e-06
5.015000e-10,-1.499089e-05,-9.438650e-06,-8.812318e-06,-7.447657e-06
5.017500e-10,-1.507051e-05,-9.438645e-06,-8.778944e-06,-7.447591e-06
5.020000e-10,-1.526416e-05,-9.438637e-06,-8.767364e-06,-7.447476e-06
5.022500e-10,-1.543982e-05,-9.438621e-06,-8.779555e-06,-7.447298e-06
5.025000e-10,-1.551969e-05,-9.438597e-06,-8.810755e-06,-7.447056e-06
5.027500e-10,-1.549204e-05,-9.438561e-06,-8.850746e-06,-7.446766e-06
5.030000e-10,-1.539334e-05,-9.438514e-06,-8.887128e-06,-7.446468e-06
5.032500e-10,-1.527734e-05,-9.438461e-06,-8.909377e-06,-7.446221e-06
5.035000e-10,-1.518769e-05,-9.438407e-06,-8.912199e-06,-7.446090e-06
5.037500e-10,-1.514432e-05,-9.438364e-06,-8.896943e-06,-7.446121e-06
5.040000e-10,-1.514414e-05,-9.438341e-06,-8.870664e-06,-7.446319e-06
5.042500e-10,-1.517064e-05,-9.438349e-06,-8.843261e-06,-7.446634e-06
5.045000e-10,-1.520499e-05,-9.438388e-06,-8.823880e-06,-7.446968e-06
5.047500e-10,-1.523350e-05,-9.438451e-06,-8.817887e-06,-7.447201e-06
5.050000e-10,-1.524984e-05,-9.438522e-06,-8.825474e-06,-7.447233e-06
5.052500e-10,-1.525370e-05,-9.438577e-06,-8.842211e-06,-7.447029e-06
5.055000e-10,-1.524807e-05,-9.438595e-06,-8.861155e-06,-7.446637e-06
5.057500e-10,-1.523715e-05,-9.438563e-06,-8.875573e-06,-7.446183e-06
5.060000e-10,-1.522524e-05,-9.438482e-06,-8.881234e-06,-7.445826e-06
5.062500e-10,-1.521615e-05,-9.438373e-06,-8.877508e-06,-7.445699e-06
5.065000e-10,-1.521268e-05,-9.438267e-06,-8.867038e-06,-7.445851e-06
5.067500e-10,-1.521593e-05,-9.438200e-06,-8.854309e-06,-7.446224e-06
5.070000e-10,-1.522482e-05,-9.438196e-06,-8.843799e-06,-7.446672e-06
5.072500e-10,-1.523639e-05,-9.438263e-06,-8.838422e-06,-7.447017e-06
5.075000e-10,-1.524684e-05,-9.438380e-06,-8.838799e-06,-7.447120e-06
5.077500e-10,-1.525309e-05,-9.438510e-06,-8.843452e-06,-7.446945e-06
5.080000e-10,-1.525401e-05,-9.438607e-06,-8.849717e-06,-7.446569e-06
5.082500e-10,-1.525077e-05,-9.438636e-06,-8.854894e-06,-7.446150e-06
5.085000e-10,-1.524615e-05,-9.438584e-06,-8.857199e-06,-7.445862e-06
5.087500e-10,-1.524316e-05,-9.438468e-06,-8.856200e-06,-7.445819e-06
5.090000e-10,-1.524369e-05,-9.438327e-06,-8.852691e-06,-7.446026e-06
5.092500e-10,-1.524782e-05,-9.438213e-06,-8.848153e-06,-7.446385e-06
5.095000e-10,-1.525401e-05,-9.438166e-06,-8.844096e-06,-7.446735e-06
5.097500e-10,-1.526007e-05,-9.438201e-06,-8.841526e-06,-7.446926e-06
5.100000e-10,-1.526419e-05,-9.438305e-06,-8.840712e-06,-7.446885e-06
5.102500e-10,-1.526572e-05,-9.438437e-06,-8.841268e-06,-7.446641e-06
5.105000e-10,-1.526525e-05,-9.438549e-06,-8.842438e-06,-7.446308e-06
5.107500e-10,-1.526413e-05,-9.438601e-06,-8.843446e-06,-7.446033e-06
5.110000e-10,-1.526373e-05,-9.438576e-06,-8.843767e-06,-7.445930e-06
5.112500e-10,-1.526480e-05,-9.438488e-06,-8.843240e-06,-7.446029e-06
5.115000e-10,-1.526728e-05,-9.438373e-06,-8.842025e-06,-7.446276e-06
5.117500e-10,-1.527048e-05,-9.438275e-06,-8.840467e-06,-7.446555e-06
5.120000e-10,-1.527349e-05,-9.438228e-06,-8.838930e-06,-7.446746e-06
5.122500e-10,-1.527569e-05,-9.438247e-06,-8.837674e-06,-7.446776e-06
5.125000e-10,-1.527691e-05,-9.438318e-06,-8.836799e-06,-7.446646e-06
5.127500e-10,-1.527745e-05,-9.438409e-06,-8.836265e-06,-7.446422e-06
5.130000e-10,-1.527781e-05,-9.438486e-06,-8.835941e-06,-7.446205e-06
5.132500e-10,-1.527844e-05,-9.438521e-06,-8.835675e-06,-7.446081e-06
5.135000e-10,-1.527955e-05,-9.438506e-06,-8.835343e-06,-7.446091e-06
5.137500e-10,-1.528106e-05,-9.438451e-06,-8.834873e-06,-7.446215e-06
5.140000e-10,-1.528274e-05,-9.438383e-06,-8.834253e-06,-7.446389e-06
5.142500e-10,-1.528430e-05,-9.438328e-06,-8.833511e-06,-7.446536e-06
5.145000e-10,-1.528559e-05,-9.438306e-06,-8.832703e-06,-7.446601e-06
5.147500e-10,-1.528658e-05,-9.438319e-06,-8.831888e-06,-7.446570e-06
5.150000e-10,-1.528738e-05,-9.438359e-06,-8.831120e-06,-7.446467e-06
5.152500e-10,-1.528811e-05,-9.438405e-06,-8.830431e-06,-7.446344e-06
5.155000e-10,-1.528889e-05,-9.438440e-06,-8.829830e-06,-7.446252e-06
5.157500e-10,-1.528974e-05,-9.438451e-06,-8.829302e-06,-7.446220e-06
5.160000e-10,-1.529064e-05,-9.438439e-06,-8.828814e-06,-7.446250e-06
5.162500e-10,-1.529156e-05,-9.438413e-06,-8.828325e-06,-7.446318e-06
5.165000e-10,-1.529243e-05,-9.438384e-06,-8.827803e-06,-7.446390e-06
5.167500e-10,-1.529324e-05,-9.438364e-06,-8.827229e-06,-7.446437e-06
5.170000e-10,-1.529397e-05,-9.438360e-06,-8.826605e-06,-7.446445e-06
5.172500e-10,-1.529465e-05,-9.438369e-06,-8.825951e-06,-7.446420e-06
5.175000e-10,-1.529528e-05,-9.438386e-06,-8.825298e-06,-7.446377e-06
5.177500e-10,-1.529588e-05,-9.438401e-06,-8.824670e-06,-7.446337e-06
5.180000e-10,-1.529644e-05,-9.438410e-06,-8.824085e-06,-7.446314e-06
5.182500e-10,-1.529696e-05,-9.438410e-06,-8.823541e-06,-7.446312e-06
5.185000e-10,-1.529746e-05,-9.438404e-06,-8.823025e-06,-7.446325e-06
5.187500e-10,-1.529794e-05,-9.438394e-06,-8.822517e-06,-7.446344e-06
5.190000e-10,-1.529840e-05,-9.438387e-06,-8.821997e-06,-7.446359e-06
5.192500e-10,-1.529885e-05,-9.438383e-06,-8.821457e-06,-7.446364e-06
5.195000e-10,-1.529926e-05,-9.438385e-06,-8.820896e-06,-7.446361e-06
5.197500e-10,-1.529964e-05,-9.438389e-06,-8.820324e-06,-7.446352e-06
5.200000e-10,-1.529997e-05,-9.438393e-06,-8.819754e-06,-7.446343e-06
5.202500e-10,-1.530025e-05,-9.438395e-06,-8.819197e-06,-7.446337e-06
5.205000e-10,-1.530049e-05,-9.438395e-06,-8.818658e-06,-7.446335e-06
5.207500e-10,-1.530070e-05,-9.438394e-06,-8.818136e-06,-7.446335e-06
5.210000e-10,-1.530089e-05,-9.438391e-06,-8.817624e-06,-7.446336e-06
5.212500e-10,-1.530106e-05,-9.438390e-06,-8.817115e-06,-7.446336e-06
5.215000e-10,-1.530121e-05,-9.438389e-06,-8.816602e-06,-7.446334e-06
5.217500e-10,-1.530134e-05,-9.438390e-06,-8.816084e-06,-7.446331e-06
5.220000e-10,-1.530143e-05,-9.438391e-06,-8.815563e-06,-7.446328e-06
5.222500e-10,-1.530149e-05,-9.438392e-06,-8.815041e-06,-7.446327e-06
5.225000e-10,-1.530150e-05,-9.438392e-06,-8.814522e-06,-7.446326e-06
5.227500e-10,-1.530148e-05,-9.438391e-06,-8.814009e-06,-7.446326e-06
5.230000e-10,-1.530144e-05,-9.438390e-06,-8.813504e-06,-7.446326e-06
5.232500e-10,-1.530136e-05,-9.438389e-06,-8.813003e-06,-7.446325e-06
5.235000e-10,-1.530127e-05,-9.438389e-06,-8.812506e-06,-7.446323e-06
5.237500e-10,-1.530115e-05,-9.438389e-06,-8.812011e-06,-7.446320e-06
5.240000e-10,-1.530100e-05,-9.438390e-06,-8.811516e-06,-7.446317e-06
5.242500e-10,-1.530082e-05,-9.438390e-06,-8.811022e-06,-7.446315e-06
5.245000e-10,-1.530062e-05,-9.438390e-06,-8.810529e-06,-7.446313e-06
5.247500e-10,-1.530038e-05,-9.438390e-06,-8.810038e-06,-7.446312e-06
5.250000e-10,-1.530011e-05,-9.438389e-06,-8.809550e-06,-7.446311e-06
5.252500e-10,-1.529981e-05,-9.438388e-06,-8.809065e-06,-7.446311e-06
5.255000e-10,-1.529949e-05,-9.438388e-06,-8.808583e-06,-7.446310e-06
5.257500e-10,-1.529914e-05,-9.438388e-06,-8.808102e-06,-7.446308e-06
5.260000e-10,-1.529876e-05,-9.438388e-06,-8.807623e-06,-7.446306e-06
5.262500e-10,-1.529836e-05,-9.438388e-06,-8.807147e-06,-7.446304e-06
5.265000e-10,-1.529793e-05,-9.438388e-06,-8.806671e-06,-7.446302e-06
5.267500e-10,-1.529747e-05,-9.438388e-06,-8.806198e-06,-7.446300e-06
5.270000e-10,-1.529698e-05,-9.438388e-06,-8.805727e-06,-7.446298e-06
5.272500e-10,-1.529646e-05,-9.438387e-06,-8.805258e-06,-7.446297e-06
5.275000e-10,-1.529592e-05,-9.438387e-06,-8.804790e-06,-7.446295e-06
5.277500e-10,-1.529535e-05,-9.438387e-06,-8.804324e-06,-7.446294e-06
5.280000e-10,-1.529476e-05,-9.438386e-06,-8.803859e-06,-7.446293e-06
5.282500e-10,-1.529413e-05,-9.438386e-06,-8.803396e-06,-7.446291e-06
5.285000e-10,-1.529348e-05,-9.438386e-06,-8.802934e-06,-7.446290e-06
5.287500e-10,-1.529281e-05,-9.438386e-06,-8.802475e-06,-7.446288e-06
5.290000e-10,-1.529210e-05,-9.438386e-06,-8.802016e-06,-7.446286e-06
5.292500e-10,-1.529137e-05,-9.438386e-06,-8.801560e-06,-7.446284e-06
5.295000e-10,-1.529062e-05,-9.438385e-06,-8.801105e-06,-7.446283e-06
5.297500e-10,-1.528983e-05,-9.438385e-06,-8.800651e-06,-7.446281e-06
5.300000e-10,-1.528902e-05,-9.438385e-06,-8.800198e-06,-7.446279e-06
5.302500e-10,-1.528819e-05,-9.438385e-06,-8.799747e-06,-7.446278e-06
5.305000e-10,-1.528732e-05,-9.438384e-06,-8.799297e-06,-7.446276e-06
5.307500e-10,-1.528643e-05,-9.438384e-06,-8.798848e-06,-7.446274e-06
5.310000e-10,-1.528552e-05,-9.438384e-06,-8.798401e-06,-7.446273e-06
5.312500e-10,-1.528457e-05,-9.438384e-06,-8.797954e-06,-7.446271e-06
5.315000e-10,-1.528361e-05,-9.438384e-06,-8.797509e-06,-7.446269e-06
5.317500e-10,-1.528261e-05,-9.438383e-06,-8.797065e-06,-7.446268e-06
5.320000e-10,-1.528159e-05,-9.438383e-06,-8.796623e-06,-7.446266e-06
5.322500e-10,-1.528054e-05,-9.438383e-06,-8.796181e-06,-7.446264e-06
5.325000e-10,-1.527946e-05,-9.438383e-06,-8.795740e-06,-7.446262e-06
5.327500e-10,-1.527836e-05,-9.438382e-06,-8.795300e-06,-7.446261e-06
5.330000e-10,-1.527724e-05,-9.438382e-06,-8.794862e-06,-7.446259e-06
5.332500e-10,-1.527608e-05,-9.438382e-06,-8.794424e-06,-7.446257e-06
5.335000e-10,-1.527490e-05,-9.438382e-06,-8.793987e-06,-7.446256e-06
5.337500e-10,-1.527369e-05,-9.438381e-06,-8.793551e-06,-7.446254e-06
5.340000e-10,-1.527246e-05,-9.438381e-06,-8.793116e-06,-7.446252e-06
5.342500e-10,-1.527120e-05,-9.438381e-06,-8.792682e-06,-7.446250e-06
5.345000e-10,-1.526991e-05,-9.438381e-06,-8.792248e-06,-7.446248e-06
5.347500e-10,-1.526860e-05,-9.438380e-06,-8.791816e-06,-7.446247e-06
5.350000e-10,-1.526726e-05,-9.438380e-06,-8.791384e-06,-7.446245e-06
5.352500e-10,-1.526590e-05,-9.438380e-06,-8.790952e-06,-7.446243e-06
5.355000e-10,-1.526451e-05,-9.438380e-06,-8.790522e-06,-7.446241e-06
5.357500e-10,-1.526309e-05,-9.438379e-06,-8.790092e-06,-7.446239e-06
5.360000e-10,-1.526164e-05,-9.438379e-06,-8.789663e-06,-7.446238e-06
5.362500e-10,-1.526017e-05,-9.438379e-06,-8.789234e-06,-7.446236e-06
5.365000e-10,-1.525867e-05,-9.438379e-06,-8.788806e-06,-7.446234e-06
5.367500e-10,-1.525714e-05,-9.438378e-06,-8.788379e-06,-7.446232e-06
5.370000e-10,-1.525559e-05,-9.438378e-06,-8.787952e-06,-7.446230e-06
5.372500e-10,-1.525401e-05,-9.438378e-06,-8.787526e-06,-7.446228e-06
5.375000e-10,-1.525241e-05,-9.438377e-06,-8.787100e-06,-7.446226e-06
5.377500e-10,-1.525077e-05,-9.438377e-06,-8.786675e-06,-7.446225e-06
5.380000e-10,-1.524911e-05,-9.438377e-06,-8.786250e-06,-7.446223e-06
5.382500e-10,-1.524743e-05,-9.438377e-06,-8.785825e-06,-7.446221e-06
5.385000e-10,-1.524571e-05,-9.438376e-06,-8.785401e-06,-7.446219e-06
5.387500e-10,-1.524397e-05,-9.438376e-06,-8.784978e-06,-7.446217e-06
5.390000e-10,-1.524220e-05,-9.438376e-06,-8.784554e-06,-7.446215e-06
5.392500e-10,-1.524041e-05,-9.438375e-06,-8.784131e-06,-7.446213e-06
5.395000e-10,-1.523858e-05,-9.438375e-06,-8.783708e-06,-7.446211e-06
5.397500e-10,-1.523673e-05,-9.438375e-06,-8.783286e-06,-7.446209e-06
5.400000e-10,-1.523486e-05,-9.438375e-06,-8.782864e-06,-7.446207e-06
5.402500e-10,-1.523295e-05,-9.438374e-06,-8.782442e-06,-7.446205e-06
5.405000e-10,-1.523102e-05,-9.438374e-06,-8.782020e-06,-7.446203e-06
5.407500e-10,-1.522906e-05,-9.438374e-06,-8.781598e-06,-7.446201e-06
5.410000e-10,-1.522707e-05,-9.438373e-06,-8.781177e-06,-7.446199e-06
5.412500e-10,-1.522505e-05,-9.438373e-06,-8.780756e-06,-7.446197e-06
5.415000e-10,-1.522300e-05,-9.438373e-06,-8.780335e-06,-7.446195e-06
5.417500e-10,-1.522093e-05,-9.438372e-06,-8.779914e-06,-7.446193e-06
5.420000e-10,-1.521883e-05,-9.438372e-06,-8.779493e-06,-7.446191e-06
5.422500e-10,-1.521670e-05,-9.438372e-06,-8.779072e-06,-7.446189e-06
5.425000e-10,-1.521454e-05,-9.438371e-06,-8.778651e-06,-7.446187e-06
5.427500e-10,-1.521235e-05,-9.438371e-06,-8.778230e-06,-7.446185e-06
